
---------- Begin Simulation Statistics ----------
simSeconds                                   0.136625                       # Number of seconds simulated (Second)
simTicks                                 136624855808                       # Number of ticks simulated (Tick)
finalTick                                136624855808                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1273.31                       # Real time elapsed on the host (Second)
hostTickRate                                107298855                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8544440                       # Number of bytes of host memory used (Byte)
simInsts                                    238353454                       # Number of instructions simulated (Count)
simOps                                      241296188                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   187192                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     189503                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        287027009                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.203564                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.830866                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252444365                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      510                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      250691100                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  31383                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11148686                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12010210                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 145                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           286471667                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.875099                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.949489                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 122438163     42.74%     42.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 100877480     35.21%     77.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  42694551     14.90%     92.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  17682930      6.17%     99.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2530918      0.88%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    234266      0.08%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     12864      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       418      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                        77      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             286471667                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  269544      3.72%      3.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   7102      0.10%      3.82% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     104      0.00%      3.82% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 85801      1.19%      5.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                496889      6.87%     11.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 44908      0.62%     12.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               144332      1.99%     14.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             87922      1.21%     15.71% # attempts to use FU when none available (Count)
