
---------- Begin Simulation Statistics ----------
simSeconds                                   0.136303                       # Number of seconds simulated (Second)
simTicks                                 136303331136                       # Number of ticks simulated (Tick)
finalTick                                136303331136                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1243.82                       # Real time elapsed on the host (Second)
hostTickRate                                109584760                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8544444                       # Number of bytes of host memory used (Byte)
simInsts                                    238353478                       # Number of instructions simulated (Count)
simOps                                      241296213                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   191631                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     193997                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        286351537                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.200732                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.832826                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252769435                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      513                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      250981860                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  23368                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11473734                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12631492                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 148                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           285799336                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.878175                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.969017                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 123463894     43.20%     43.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  99301667     34.75%     77.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41431054     14.50%     92.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  18120631      6.34%     98.78% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   3030394      1.06%     99.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    395151      0.14%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     38290      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16919      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1336      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             285799336                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   1514      0.02%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      22      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 90782      1.32%      1.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                504171      7.31%      8.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 46240      0.67%      9.32% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               166863      2.42%     11.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             90654      1.31%     13.05% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                   236      0.00%     13.05% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                21811      0.32%     13.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     13.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     13.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     13.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      5      0.00%     13.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                    571      0.01%     13.38% # attempts to use FU when none available (Count)
