
---------- Begin Simulation Statistics ----------
simSeconds                                   0.139629                       # Number of seconds simulated (Second)
simTicks                                 139629484428                       # Number of ticks simulated (Tick)
finalTick                                139629484428                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1269.25                       # Real time elapsed on the host (Second)
hostTickRate                                110009330                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8556344                       # Number of bytes of host memory used (Byte)
simInsts                                    238353478                       # Number of instructions simulated (Count)
simOps                                      241296213                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   187791                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     190109                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        293339254                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.230033                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.812987                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       251431770                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      493                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      250348355                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  20895                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             10136049                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          10570757                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 128                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           292946256                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.854588                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.920092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 125808840     42.95%     42.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 104462690     35.66%     78.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  44096019     15.05%     93.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  16713371      5.71%     99.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1774201      0.61%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     90151      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       933      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                        51      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 7                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             292946256                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  190751      2.83%      2.83% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   8249      0.12%      2.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     260      0.00%      2.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 85875      1.27%      4.22% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                486272      7.21%     11.43% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 44266      0.66%     12.09% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               163001      2.42%     14.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             70576      1.05%     15.55% # attempts to use FU when none available (Count)
