
---------- Begin Simulation Statistics ----------
simSeconds                                   0.136509                       # Number of seconds simulated (Second)
simTicks                                 136508920296                       # Number of ticks simulated (Tick)
finalTick                                136508920296                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1228.26                       # Real time elapsed on the host (Second)
hostTickRate                                111139956                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8544444                       # Number of bytes of host memory used (Byte)
simInsts                                    238353478                       # Number of instructions simulated (Count)
simOps                                      241296213                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   194058                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     196453                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        286783447                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.202543                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.831571                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252449493                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      508                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      250708499                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  24007                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11153787                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12049189                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 143                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           286334460                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.875579                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.953135                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 122352672     42.73%     42.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 101059014     35.29%     78.02% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  42551865     14.86%     92.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  17367766      6.07%     98.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2635043      0.92%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    315904      0.11%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     43552      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      7699      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       945      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             286334460                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   1303      0.02%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      10      0.00%      0.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 86413      1.24%      1.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                479392      6.86%      8.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 45165      0.65%      8.76% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               147148      2.11%     10.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             87820      1.26%     12.13% # attempts to use FU when none available (Count)
