
---------- Begin Simulation Statistics ----------
simSeconds                                   0.146551                       # Number of seconds simulated (Second)
simTicks                                 146550868100                       # Number of ticks simulated (Tick)
finalTick                                146550868100                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1233.97                       # Real time elapsed on the host (Second)
hostTickRate                                118763484                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8556348                       # Number of bytes of host memory used (Byte)
simInsts                                    238353467                       # Number of instructions simulated (Count)
simOps                                      241296201                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   193159                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     195544                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        307879976                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.291005                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.774590                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       248295861                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      449                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      247992330                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   7640                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              7000108                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7124741                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  84                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           307494025                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.806495                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.855452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 131916214     42.90%     42.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 118274771     38.46%     81.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  43166743     14.04%     95.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  13177893      4.29%     99.69% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    941626      0.31%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     16778      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 5                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             307494025                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   27198      0.60%      0.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                    873      0.02%      0.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      24      0.00%      0.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 60170      1.33%      1.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                337384      7.45%      9.40% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 18312      0.40%      9.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                31500      0.70%     10.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc              6095      0.13%     10.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                    13      0.00%     10.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                 6982      0.15%     10.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     10.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      0      0.00%     10.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     10.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                      0      0.00%     10.78% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                    547      0.01%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      1      0.00%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                     0      0.00%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                     0      0.00%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc                  0      0.00%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     10.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift                    0      0.00%     10.80% # attempts to use FU when none available (Count)
