
---------- Begin Simulation Statistics ----------
simSeconds                                   0.136463                       # Number of seconds simulated (Second)
simTicks                                 136462526956                       # Number of ticks simulated (Tick)
finalTick                                136462526956                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1284.83                       # Real time elapsed on the host (Second)
hostTickRate                                106210765                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8548412                       # Number of bytes of host memory used (Byte)
simInsts                                    238353478                       # Number of instructions simulated (Count)
simOps                                      241296213                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185514                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     187804                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        286685982                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.202134                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.831854                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       252779238                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      511                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      250938207                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  23522                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11483535                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12678447                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 146                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           286275253                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.876563                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.967856                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 123846990     43.26%     43.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  99412233     34.73%     77.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  41489960     14.49%     92.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  18086147      6.32%     98.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   2987279      1.04%     99.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    396935      0.14%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     37471      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16908      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1330      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             286275253                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3011      0.04%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      31      0.00%      0.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 90878      1.32%      1.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                478609      6.96%      8.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                 46250      0.67%      9.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               168925      2.46%     11.46% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc             90967      1.32%     12.78% # attempts to use FU when none available (Count)
