
---------- Begin Simulation Statistics ----------
simSeconds                                   0.160656                       # Number of seconds simulated (Second)
simTicks                                 160655882884                       # Number of ticks simulated (Tick)
finalTick                                160655882884                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1513.70                       # Real time elapsed on the host (Second)
hostTickRate                                106134351                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2251052                       # Number of bytes of host memory used (Byte)
simInsts                                    230473173                       # Number of instructions simulated (Count)
simOps                                      321832734                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   152258                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     212613                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        337512360                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.464269                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.682934                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       327134555                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    12057                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      326143838                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    379                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              5313877                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           3377332                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 184                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           337241437                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.967093                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.763638                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  87013896     25.80%     25.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 190420490     56.46%     82.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  44585789     13.22%     95.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  14380999      4.26%     99.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    795103      0.24%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     42599      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      2561      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 6                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             337241437                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   16069      0.27%      0.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   6262      0.10%      0.37% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1420      0.02%      0.40% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                   872      0.01%      0.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  2056      0.03%      0.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    15      0.00%      0.45% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                 4166      0.07%      0.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc               386      0.01%      0.52% # attempts to use FU when none available (Count)
