
---------- Begin Simulation Statistics ----------
simSeconds                                   0.100170                       # Number of seconds simulated (Second)
simTicks                                 100169754636                       # Number of ticks simulated (Tick)
finalTick                                100169754636                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1488.54                       # Real time elapsed on the host (Second)
hostTickRate                                 67293787                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2253996                       # Number of bytes of host memory used (Byte)
simInsts                                    230473173                       # Number of instructions simulated (Count)
simOps                                      321832734                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   154831                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     216206                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        210440662                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.912979                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.095315                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       332437872                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    13062                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      337113346                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   7336                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             10618199                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          11987793                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1189                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           210157204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.604101                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.376471                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  56974491     27.11%     27.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  46590160     22.17%     49.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  58436374     27.81%     77.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  27501029     13.09%     90.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13833521      6.58%     96.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   5342893      2.54%     99.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1258340      0.60%     99.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    214406      0.10%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      5990      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             210157204                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                   3412      0.01%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     407      0.00%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                628910      1.64%      1.65% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  5611      0.01%      1.66% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    30      0.00%      1.66% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               204632      0.53%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc            114774      0.30%      2.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     4      0.00%      2.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                 9330      0.02%      2.52% # attempts to use FU when none available (Count)
