
---------- Begin Simulation Statistics ----------
simSeconds                                   0.104381                       # Number of seconds simulated (Second)
simTicks                                 104380815252                       # Number of ticks simulated (Tick)
finalTick                                104380815252                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1116.84                       # Real time elapsed on the host (Second)
hostTickRate                                 93461113                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2277804                       # Number of bytes of host memory used (Byte)
simInsts                                    230473173                       # Number of instructions simulated (Count)
simOps                                      321832734                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   206362                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     288164                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        219287428                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.951360                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.051126                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       332942831                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    12133                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331835478                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1019                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11122229                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12276851                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 260                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           219014027                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.515133                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.165099                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  49162259     22.45%     22.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  60110134     27.45%     49.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  73352395     33.49%     83.38% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  23823407     10.88%     94.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  10015356      4.57%     98.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1832574      0.84%     99.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    699275      0.32%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     18627      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 7                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             219014027                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  324331      1.14%      1.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11765      0.04%      1.18% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1290      0.00%      1.18% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 26163      0.09%      1.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  4104      0.01%      1.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    32      0.00%      1.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               179294      0.63%      1.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc            101202      0.35%      2.27% # attempts to use FU when none available (Count)
