
---------- Begin Simulation Statistics ----------
simSeconds                                   0.104385                       # Number of seconds simulated (Second)
simTicks                                 104385286320                       # Number of ticks simulated (Tick)
finalTick                                104385286320                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1527.72                       # Real time elapsed on the host (Second)
hostTickRate                                 68327613                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2275756                       # Number of bytes of host memory used (Byte)
simInsts                                    230473173                       # Number of instructions simulated (Count)
simOps                                      321832734                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   150861                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     210662                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        219296821                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.951401                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.051081                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       332942907                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    12132                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331835607                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1022                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11122304                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          12276797                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 259                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           219017939                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.515107                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.165106                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  49166050     22.45%     22.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  60110200     27.45%     49.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  73352413     33.49%     83.39% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  23823531     10.88%     94.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  10015273      4.57%     98.84% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1832562      0.84%     99.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    699284      0.32%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     18626      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 7                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             219017939                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  324339      1.14%      1.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  11727      0.04%      1.18% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    1302      0.00%      1.18% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                 26165      0.09%      1.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                  4104      0.01%      1.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                    32      0.00%      1.29% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult               179275      0.63%      1.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc            101190      0.35%      2.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     1      0.00%      2.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                 9845      0.03%      2.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      2.31% # attempts to use FU when none available (Count)
