
---------- Begin Simulation Statistics ----------
simSeconds                                   0.124162                       # Number of seconds simulated (Second)
simTicks                                 124162257604                       # Number of ticks simulated (Tick)
finalTick                                124162257604                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1418.04                       # Real time elapsed on the host (Second)
hostTickRate                                 87558812                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2266780                       # Number of bytes of host memory used (Byte)
simInsts                                    261123641                       # Number of instructions simulated (Count)
simOps                                      312341040                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   184144                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     220262                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        260845080                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.998048                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.001956                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       333362920                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177326                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      329267293                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 113170                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             21199205                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16850920                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1184                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           254384493                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.294369                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.192677                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  82945206     32.61%     32.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  67470638     26.52%     59.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  63947631     25.14%     84.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  29347505     11.54%     95.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   8199179      3.22%     99.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1792284      0.70%     99.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    675384      0.27%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      4890      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1776      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             254384493                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  182317      0.87%      0.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 265529      1.26%      2.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   12850      0.06%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.19% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.19% # attempts to use FU when none available (Count)
