
---------- Begin Simulation Statistics ----------
simSeconds                                   0.119954                       # Number of seconds simulated (Second)
simTicks                                 119953978732                       # Number of ticks simulated (Tick)
finalTick                                119953978732                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1404.61                       # Real time elapsed on the host (Second)
hostTickRate                                 85400280                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2251804                       # Number of bytes of host memory used (Byte)
simInsts                                    261123673                       # Number of instructions simulated (Count)
simOps                                      312341073                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185905                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     222369                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        252004158                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.964220                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.037107                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335780396                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177453                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331636420                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 195938                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23616775                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19181271                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1311                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           245435855                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.351214                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.345983                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  88032883     35.87%     35.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  56924328     23.19%     59.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51626663     21.03%     80.10% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  30396101     12.38%     92.48% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13131609      5.35%     97.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4299483      1.75%     99.58% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    930618      0.38%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     90456      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      3714      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             245435855                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  249123      1.04%      1.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 271984      1.13%      2.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   11027      0.05%      2.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.21% # attempts to use FU when none available (Count)
