
---------- Begin Simulation Statistics ----------
simSeconds                                   0.111222                       # Number of seconds simulated (Second)
simTicks                                 111221831084                       # Number of ticks simulated (Tick)
finalTick                                111221831084                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1405.80                       # Real time elapsed on the host (Second)
hostTickRate                                 79116504                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2261792                       # Number of bytes of host memory used (Byte)
simInsts                                    261123704                       # Number of instructions simulated (Count)
simOps                                      312341106                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185748                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     222181                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        233659310                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.894029                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.118532                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335423891                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177201                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331027487                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 196218                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23259985                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19446479                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1059                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           233158247                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.419755                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.288543                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  73725232     31.62%     31.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  57147871     24.51%     56.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51688986     22.17%     78.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  35020519     15.02%     93.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12709987      5.45%     98.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2603177      1.12%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    253896      0.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      7754      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       825      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             233158247                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6318677     20.84%     20.84% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 352138      1.16%     22.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   15569      0.05%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     22.06% # attempts to use FU when none available (Count)
