
---------- Begin Simulation Statistics ----------
simSeconds                                   0.111899                       # Number of seconds simulated (Second)
simTicks                                 111898793524                       # Number of ticks simulated (Tick)
finalTick                                111898793524                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1401.81                       # Real time elapsed on the host (Second)
hostTickRate                                 79824673                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2258844                       # Number of bytes of host memory used (Byte)
simInsts                                    261123645                       # Number of instructions simulated (Count)
simOps                                      312341044                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   186276                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     222813                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        235081500                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.899471                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.111765                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335645171                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177361                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331443353                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 195540                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23481487                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19250890                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1219                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           233787524                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.417712                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.351133                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  76849387     32.87%     32.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  56553018     24.19%     57.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51619725     22.08%     79.14% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  30248579     12.94%     92.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13166584      5.63%     97.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4146663      1.77%     99.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    950291      0.41%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    222465      0.10%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     30812      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             233787524                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 206701      0.87%      0.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    3323      0.01%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.88% # attempts to use FU when none available (Count)
