
---------- Begin Simulation Statistics ----------
simSeconds                                   0.117400                       # Number of seconds simulated (Second)
simTicks                                 117399983120                       # Number of ticks simulated (Tick)
finalTick                                117399983120                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1422.45                       # Real time elapsed on the host (Second)
hostTickRate                                 82533787                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2252828                       # Number of bytes of host memory used (Byte)
simInsts                                    261123645                       # Number of instructions simulated (Count)
simOps                                      312341044                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   183573                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     219580                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        246638621                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.943691                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.059669                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335453119                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177290                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331107013                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 196402                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23289364                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19397280                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1148                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           241331545                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.372001                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.290807                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  81654243     33.83%     33.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  57380235     23.78%     57.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51829834     21.48%     79.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  34926027     14.47%     93.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12691578      5.26%     98.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2584773      1.07%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    255978      0.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      8032      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       845      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             241331545                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6294782     20.88%     20.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 355884      1.18%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   15651      0.05%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  856      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     22.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1980263      6.57%     28.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              981639      3.26%     31.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 727941      2.41%     34.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 262230      0.87%     35.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     35.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                958923      3.18%     38.41% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 72854      0.24%     38.65% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc             480478      1.59%     40.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     40.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift               245604      0.81%     41.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     41.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     41.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     41.06% # attempts to use FU when none available (Count)
