
---------- Begin Simulation Statistics ----------
simSeconds                                   0.117368                       # Number of seconds simulated (Second)
simTicks                                 117367541816                       # Number of ticks simulated (Tick)
finalTick                                117367541816                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1412.18                       # Real time elapsed on the host (Second)
hostTickRate                                 83110837                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2252832                       # Number of bytes of host memory used (Byte)
simInsts                                    261123640                       # Number of instructions simulated (Count)
simOps                                      312341038                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   184908                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     221176                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        246570467                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.943430                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.059962                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335216997                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177316                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331046352                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 176667                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23053274                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19251372                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1174                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           241260947                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.372151                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.353996                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  84937304     35.21%     35.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  56107599     23.26%     58.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51320557     21.27%     79.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  29954189     12.42%     92.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13412566      5.56%     97.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4485264      1.86%     99.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    948579      0.39%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     92098      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2791      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             241260947                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  324545      1.35%      1.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 282065      1.17%      2.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    9099      0.04%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      2.56% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  860      0.00%      2.57% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      2.57% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1976642      8.23%     10.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              986564      4.11%     14.90% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 729997      3.04%     17.94% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 264639      1.10%     19.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     19.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                960733      4.00%     23.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 72749      0.30%     23.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc             480135      2.00%     25.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     25.34% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift               245284      1.02%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     26.36% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 0      0.00%     26.36% # attempts to use FU when none available (Count)
