
---------- Begin Simulation Statistics ----------
simSeconds                                   0.168429                       # Number of seconds simulated (Second)
simTicks                                 168428870064                       # Number of ticks simulated (Tick)
finalTick                                168428870064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1448.28                       # Real time elapsed on the host (Second)
hostTickRate                                116295483                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2253852                       # Number of bytes of host memory used (Byte)
simInsts                                    261123499                       # Number of instructions simulated (Count)
simOps                                      312340874                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180299                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     215663                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        353842165                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.353875                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.738621                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       323217982                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   176347                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      321793984                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  38740                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11053454                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7080890                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 205                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           352638204                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.912533                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.790458                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 116024533     32.90%     32.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 161689309     45.85%     78.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  65289400     18.51%     97.27% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   9050672      2.57%     99.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    548841      0.16%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     34288      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      1077      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                        79      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         5      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             352638204                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  657511      4.97%      4.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  65089      0.49%      5.46% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   24071      0.18%      5.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      5.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      5.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      5.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      5.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      5.64% # attempts to use FU when none available (Count)
