
---------- Begin Simulation Statistics ----------
simSeconds                                   0.157118                       # Number of seconds simulated (Second)
simTicks                                 157118301340                       # Number of ticks simulated (Tick)
finalTick                                157118301340                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1698.54                       # Real time elapsed on the host (Second)
hostTickRate                                 92501865                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8566528                       # Number of bytes of host memory used (Byte)
simInsts                                    314287665                       # Number of instructions simulated (Count)
simOps                                      402599300                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185034                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     237026                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        330080466                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.049766                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.952593                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       427747488                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    10433                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      423254860                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 159274                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             25158620                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          17234656                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2838                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           321645953                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.315903                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.262308                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 112220248     34.89%     34.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  78652738     24.45%     59.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  69292655     21.54%     80.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  44090692     13.71%     94.59% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13638903      4.24%     98.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3341465      1.04%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    386205      0.12%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     19807      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      3240      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             321645953                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 4145810     13.44%     13.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  70995      0.23%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     884      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   248      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  273      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     13.67% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                2890343      9.37%     23.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              946210      3.07%     26.10% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                6113097     19.81%     45.91% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 251071      0.81%     46.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     46.73% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                764816      2.48%     49.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 88662      0.29%     49.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc              90714      0.29%     49.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     49.79% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift               910313      2.95%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMisc                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMult                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMultAcc             0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMatMultAcc            0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatSqrt                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAdd                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceCmp            0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAes                      0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAesMix                   0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash                 0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha1Hash2                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash               0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSha256Hash2              0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma2                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShaSigma3                0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdPredAlu                  0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::Matrix                       0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MatrixMov                    0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MatrixOP                     0      0.00%     52.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemRead                 533082      1.73%     54.47% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::MemWrite              14050671     45.53%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available (Count)
