
---------- Begin Simulation Statistics ----------
simSeconds                                   0.140621                       # Number of seconds simulated (Second)
simTicks                                 140621202820                       # Number of ticks simulated (Tick)
finalTick                                140621202820                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    885.95                       # Real time elapsed on the host (Second)
hostTickRate                                158724259                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8585344                       # Number of bytes of host memory used (Byte)
simInsts                                    314287651                       # Number of instructions simulated (Count)
simOps                                      402599284                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   354748                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     454428                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        295422696                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.939543                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.064347                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       427117687                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9955                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      422855118                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  94218                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             24528357                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16425528                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2360                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           294683996                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.434944                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.289572                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  91996391     31.22%     31.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  63816734     21.66%     52.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85447739     29.00%     81.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  32197038     10.93%     92.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  15465504      5.25%     98.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4982564      1.69%     99.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    676785      0.23%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     93682      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      7559      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             294683996                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  33690      0.13%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     198      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     6      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   217      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                   67      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      0.13% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                2918188     10.99%     11.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              846435      3.19%     14.31% # attempts to use FU when none available (Count)
