
---------- Begin Simulation Statistics ----------
simSeconds                                   0.161472                       # Number of seconds simulated (Second)
simTicks                                 161472050096                       # Number of ticks simulated (Tick)
finalTick                                161472050096                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1711.02                       # Real time elapsed on the host (Second)
hostTickRate                                 94371954                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8566528                       # Number of bytes of host memory used (Byte)
simInsts                                    314287655                       # Number of instructions simulated (Count)
simOps                                      402599288                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   183685                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     235298                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        339226997                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.078855                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.926908                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       426202223                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    10081                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      422193552                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  89905                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23613015                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14793483                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2486                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           330895708                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.275911                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.142423                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 104097817     31.46%     31.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  93565263     28.28%     59.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85230070     25.76%     85.49% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  36061933     10.90%     96.39% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   9940463      3.00%     99.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1793812      0.54%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    195932      0.06%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      7498      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2920      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             330895708                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  39181      0.15%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     167      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     6      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  259      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      0.15% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                2940218     11.44%     11.60% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              675880      2.63%     14.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                6028346     23.46%     37.69% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 266147      1.04%     38.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     38.72% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                799876      3.11%     41.84% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 29381      0.11%     41.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc              81294      0.32%     42.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     42.27% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift              2279785      8.87%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     51.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     51.14% # attempts to use FU when none available (Count)
