
---------- Begin Simulation Statistics ----------
simSeconds                                   0.222274                       # Number of seconds simulated (Second)
simTicks                                 222273755396                       # Number of ticks simulated (Tick)
finalTick                                222273755396                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1745.72                       # Real time elapsed on the host (Second)
hostTickRate                                127324838                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8554624                       # Number of bytes of host memory used (Byte)
simInsts                                    314287651                       # Number of instructions simulated (Count)
simOps                                      402599284                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180033                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     230620                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        466961672                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.485094                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.673358                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       415178912                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9523                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      413247438                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19576                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12589150                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7015816                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1928                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           460275148                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.897827                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.783390                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 155110332     33.70%     33.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 208738955     45.35%     79.05% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85139927     18.50%     97.55% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  10926711      2.37%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    349435      0.08%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                      8438      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                       894      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       446      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                        10      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             460275148                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  218952      1.98%      1.98% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  28356      0.26%      2.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     157      0.00%      2.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%      2.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.24% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.24% # attempts to use FU when none available (Count)
