
---------- Begin Simulation Statistics ----------
simSeconds                                   0.226001                       # Number of seconds simulated (Second)
simTicks                                 226000526472                       # Number of ticks simulated (Tick)
finalTick                                226000526472                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1781.90                       # Real time elapsed on the host (Second)
hostTickRate                                126831297                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8554624                       # Number of bytes of host memory used (Byte)
simInsts                                    314287651                       # Number of instructions simulated (Count)
simOps                                      402599284                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   176378                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     225938                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        474791023                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.509994                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.662254                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       415208436                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9575                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      413276914                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19519                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12618726                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7020219                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1980                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           467198475                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.884585                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.785905                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 161898751     34.65%     34.65% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 209115275     44.76%     79.41% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85004405     18.19%     97.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  10611153      2.27%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    530252      0.11%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     34471      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      3429      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       479      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       260      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             467198475                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  17979      0.17%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      36      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.17% # attempts to use FU when none available (Count)
