
---------- Begin Simulation Statistics ----------
simSeconds                                   0.144449                       # Number of seconds simulated (Second)
simTicks                                 144449488036                       # Number of ticks simulated (Tick)
finalTick                                144449488036                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1737.35                       # Real time elapsed on the host (Second)
hostTickRate                                 83143463                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8558592                       # Number of bytes of host memory used (Byte)
simInsts                                    314287613                       # Number of instructions simulated (Count)
simOps                                      402599246                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   180900                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     231731                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        303465312                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.965121                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.036139                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       426114961                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9877                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      422066713                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  91760                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23525591                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14867768                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2282                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           302713981                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.394276                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.116655                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  74482939     24.61%     24.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  96350131     31.83%     56.43% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  83854939     27.70%     84.13% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  36156400     11.94%     96.08% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   9955938      3.29%     99.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1776784      0.59%     99.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    130646      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      3676      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2528      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             302713981                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                   32394      0.12%      0.12% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  47258      0.18%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     163      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     6      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  258      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      0.31% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                2856813     10.96%     11.26% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              675453      2.59%     13.86% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                6021397     23.10%     36.95% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 265536      1.02%     37.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     37.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                801096      3.07%     41.04% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 32698      0.13%     41.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc              83739      0.32%     41.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     41.49% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift              2621564     10.06%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMisc                0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMult                0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMultAcc             0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMatMultAcc            0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatSqrt                0      0.00%     51.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAdd                0      0.00%     51.55% # attempts to use FU when none available (Count)
