
---------- Begin Simulation Statistics ----------
simSeconds                                   0.140144                       # Number of seconds simulated (Second)
simTicks                                 140144165616                       # Number of ticks simulated (Tick)
finalTick                                140144165616                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1581.03                       # Real time elapsed on the host (Second)
hostTickRate                                 88640900                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8585348                       # Number of bytes of host memory used (Byte)
simInsts                                    314287655                       # Number of instructions simulated (Count)
simOps                                      402599288                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   198786                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     254643                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        294420517                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.936356                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.067970                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       427640933                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    10254                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      423112275                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 160695                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             25051898                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          17305772                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2659                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           293678345                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.440734                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.246173                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  83550822     28.45%     28.45% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  79561379     27.09%     55.54% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  69420037     23.64%     79.18% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  44029657     14.99%     94.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13376523      4.55%     98.73% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   3345136      1.14%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    377374      0.13%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     13501      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      3916      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             293678345                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 4197163     13.52%     13.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  69947      0.23%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                     907      0.00%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   217      0.00%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     13.74% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     13.74% # attempts to use FU when none available (Count)
