
---------- Begin Simulation Statistics ----------
simSeconds                                   0.225786                       # Number of seconds simulated (Second)
simTicks                                 225786484504                       # Number of ticks simulated (Tick)
finalTick                                225786484504                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1829.05                       # Real time elapsed on the host (Second)
hostTickRate                                123444503                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8566528                       # Number of bytes of host memory used (Byte)
simInsts                                    314287647                       # Number of instructions simulated (Count)
simOps                                      402599279                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   171831                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     220114                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        474341355                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.508564                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.662882                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       415206380                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9565                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      413275142                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19462                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             12616665                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7019009                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1970                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           466998276                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.884961                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.785870                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 161702845     34.63%     34.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 209109017     44.78%     79.40% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  85005714     18.20%     97.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  10611881      2.27%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    530161      0.11%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     34551      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      3354      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       493      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       260      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             466998276                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  15286      0.14%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      23      0.00%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     5      0.00%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.14% # attempts to use FU when none available (Count)
