
---------- Begin Simulation Statistics ----------
simSeconds                                   0.115236                       # Number of seconds simulated (Second)
simTicks                                 115235757728                       # Number of ticks simulated (Tick)
finalTick                                115235757728                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1388.82                       # Real time elapsed on the host (Second)
hostTickRate                                 82973913                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2256800                       # Number of bytes of host memory used (Byte)
simInsts                                    261123697                       # Number of instructions simulated (Count)
simOps                                      312341098                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   188018                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     224897                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        242091929                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.926294                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.079571                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       333228433                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177192                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      329038424                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 112579                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             21064526                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          16900365                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1050                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           241586182                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.361992                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.187529                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  70662033     29.25%     29.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  66863251     27.68%     56.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  63879008     26.44%     83.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  29472261     12.20%     95.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   8236454      3.41%     98.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1793168      0.74%     99.72% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    673041      0.28%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      5256      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1710      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             241586182                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  184388      0.87%      0.87% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 261911      1.23%      2.10% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   12866      0.06%      2.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      2.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      2.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      2.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      2.16% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      2.16% # attempts to use FU when none available (Count)
