
---------- Begin Simulation Statistics ----------
simSeconds                                   0.111046                       # Number of seconds simulated (Second)
simTicks                                 111046270860                       # Number of ticks simulated (Tick)
finalTick                                111046270860                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    781.65                       # Real time elapsed on the host (Second)
hostTickRate                                142066109                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2286624                       # Number of bytes of host memory used (Byte)
simInsts                                    261123700                       # Number of instructions simulated (Count)
simOps                                      312341101                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   334066                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     399591                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        233290486                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.892618                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.120300                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335186392                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177194                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      330955873                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 177824                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23022484                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19297997                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1052                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           232889298                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.421087                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.362381                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  77000503     33.06%     33.06% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  55945067     24.02%     57.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51033334     21.91%     79.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  29922694     12.85%     91.85% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  13483468      5.79%     97.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   4152163      1.78%     99.42% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                   1075804      0.46%     99.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    183575      0.08%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                     92690      0.04%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             232889298                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                       0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 209174      0.88%      0.88% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                    2720      0.01%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  868      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%      0.89% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1974550      8.30%      9.20% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              994465      4.18%     13.38% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 727805      3.06%     16.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 265174      1.11%     17.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     17.55% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc                964538      4.06%     21.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 71867      0.30%     21.91% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMultAcc             490976      2.06%     23.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMatMultAcc               0      0.00%     23.97% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShift               248453      1.04%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdShiftAcc                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdDiv                      0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdSqrt                     0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAdd                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatAlu                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCmp                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatCvt                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatDiv                 0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMisc                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMult                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMultAcc             0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatMatMultAcc            0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatSqrt                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAdd                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceAlu                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdReduceCmp                0      0.00%     25.02% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdFloatReduceAdd            0      0.00%     25.02% # attempts to use FU when none available (Count)
