
---------- Begin Simulation Statistics ----------
simSeconds                                   0.111256                       # Number of seconds simulated (Second)
simTicks                                 111256276348                       # Number of ticks simulated (Tick)
finalTick                                111256276348                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1398.57                       # Real time elapsed on the host (Second)
hostTickRate                                 79549810                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2256800                       # Number of bytes of host memory used (Byte)
simInsts                                    261123666                       # Number of instructions simulated (Count)
simOps                                      312341065                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   186707                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     223328                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        233731674                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.894306                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.118185                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335424574                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177209                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331027448                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 196206                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23260717                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19448266                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1067                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           233226185                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.419341                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.288619                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  73796792     31.64%     31.64% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  57146921     24.50%     56.14% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  51680764     22.16%     78.30% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  35025288     15.02%     93.32% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12711025      5.45%     98.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2602724      1.12%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    254076      0.11%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      7801      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       794      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             233226185                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6320076     20.85%     20.85% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 351937      1.16%     22.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   15728      0.05%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  864      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     22.06% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1976461      6.52%     28.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc              990134      3.27%     31.85% # attempts to use FU when none available (Count)
