
---------- Begin Simulation Statistics ----------
simSeconds                                   0.173232                       # Number of seconds simulated (Second)
simTicks                                 173231963772                       # Number of ticks simulated (Tick)
finalTick                                173231963772                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1496.62                       # Real time elapsed on the host (Second)
hostTickRate                                115748432                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2257824                       # Number of bytes of host memory used (Byte)
simInsts                                    261123503                       # Number of instructions simulated (Count)
simOps                                      312340880                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   174475                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     208697                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        363932698                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.392483                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.718141                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       323220319                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   176484                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      321815496                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  36369                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             11055922                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7052077                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 342                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           359300824                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.895671                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.800819                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 123185757     34.28%     34.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                 161537169     44.96%     79.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  64929672     18.07%     97.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   8294471      2.31%     99.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1239478      0.34%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    108298      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                      5693      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                       278      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                         8      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             359300824                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                     689      0.01%      0.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                  62336      0.50%      0.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   13765      0.11%      0.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      0.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      0.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      0.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      0.61% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      0.61% # attempts to use FU when none available (Count)
