
---------- Begin Simulation Statistics ----------
simSeconds                                   0.111965                       # Number of seconds simulated (Second)
simTicks                                 111964533408                       # Number of ticks simulated (Tick)
finalTick                                111964533408                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1411.13                       # Real time elapsed on the host (Second)
hostTickRate                                 79344077                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2258844                       # Number of bytes of host memory used (Byte)
simInsts                                    261123623                       # Number of instructions simulated (Count)
simOps                                      312341021                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   185046                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     221342                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           476                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        235219609                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.899999                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.111112                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       335780725                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   177365                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      331347970                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 262256                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             23617068                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          19509630                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1223                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           233929577                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.416443                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.283120                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  73824689     31.56%     31.56% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  57579658     24.61%     56.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  52153951     22.29%     78.47% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  35022444     14.97%     93.44% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  12597416      5.39%     98.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   2516814      1.08%     99.90% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    223878      0.10%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                      9740      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                       987      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             233929577                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                 6172610     20.50%     20.50% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                 324126      1.08%     21.57% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                   18660      0.06%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     21.63% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                  522      0.00%     21.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     21.64% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                1981032      6.58%     28.21% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc             1012551      3.36%     31.58% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAlu                 782023      2.60%     34.17% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCmp                 323530      1.07%     35.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdCvt                      0      0.00%     35.25% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMisc               1014418      3.37%     38.62% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdMult                 84317      0.28%     38.90% # attempts to use FU when none available (Count)
